sim_id,replica,init_id,grupo,lambda_cc,gamma,area_mean,area_std,area_cv,area_q10,area_q50,area_q90,area_skew,perimeter_mean,perimeter_std,perimeter_cv,perimeter_q10,perimeter_q50,perimeter_q90,perimeter_skew,shape_mean,shape_std,shape_q10,shape_q50,shape_q90,elongation_mean,elongation_std,elongation_q10,elongation_q50,elongation_q90,neighbors_mean,neighbors_std,center_x_std,center_y_std,xy_corr,frac_neighbors_4,frac_neighbors_5,frac_neighbors_6,frac_neighbors_7,frac_neighbors_8
sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,hexagonal_2000_1.dat,"lambda=-0.1, gamma=0.08",-0.1,0.08,0.6394687959183674,0.28908952071643895,0.45207760341271,0.396409,0.5087505,1.130725,1.205622474932006,2.9559106131836668,0.5860830324002645,0.19827495113894017,2.4315567579900943,2.7015985477982487,3.9402569545999793,0.9826212452427843,3.7912458072775994,0.0747492258594091,3.6954947328506926,3.7855075802495683,3.8775162993748253,1.283958941202476,0.16116690576989823,1.102558059230926,1.2527568469264687,1.515326365788687,6.005102040816326,0.9556355347631007,3.1570194607477573,3.0874012499798082,-0.014434377625482636,0.015306122448979591,0.29591836734693877,0.44387755102040816,0.1836734693877551,0.03571428571428571
sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.725425025510204,0.28516728846836975,0.3931037370366614,0.46559649999999997,0.5825845000000001,1.182035,1.0947150807482893,3.1659822479165243,0.5590210947211447,0.1765711399957627,2.6332827495593687,2.892130410374336,4.079438752953774,0.8935228349512854,3.7886452961646735,0.06357557351614422,3.714694347477194,3.777389058067418,3.869161547869587,1.2910493002403656,0.1799040908430526,1.0767376515884695,1.2668976859970265,1.533387142273102,5.98469387755102,0.8111282191624819,3.3908750675490094,3.4135628483813982,-0.0711048539910659,0.0,0.2755102040816326,0.5153061224489796,0.1683673469387755,0.030612244897959183
sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7462038112244899,0.3103236440783088,0.41586981922360405,0.4380455,0.5962559999999999,1.2398250000000002,0.7000527031488364,3.219330187167907,0.6214894900696898,0.19304931583182225,2.5664325024362635,2.9703229719816173,4.150926856224045,0.5375585052545837,3.8145168596676133,0.08202831741410738,3.724814189782368,3.8148886731247256,3.908163205478105,1.3640218374258393,0.20582855056550808,1.1336298659457555,1.3191966285203733,1.650165258850306,5.994897959183674,0.9063126064488345,3.484459368554654,3.31115680658574,-0.04528362470327803,0.02040816326530612,0.27040816326530615,0.4642857142857143,0.1989795918367347,0.03571428571428571
sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7153458163265307,0.29040230608428075,0.4059607248074212,0.451293,0.583527,1.20411,1.1783513576830362,3.147501483499896,0.5627446108675033,0.17879089614965804,2.599722432984956,2.8986073224726017,4.098096326824722,0.9852259422072617,3.798894500847954,0.07379983451923484,3.7090531805282083,3.7976019575735376,3.8780319809468233,1.2961550038658154,0.17597878486931548,1.0922327345773768,1.2725247212960278,1.5495857905692902,5.974489795918367,0.9059678807310361,3.391487344403608,3.306942510497683,0.027343180749180965,0.01020408163265306,0.32142857142857145,0.41836734693877553,0.18877551020408162,0.05612244897959184
sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7240814285714285,0.29019988112444645,0.400783488808149,0.4630685,0.5963609999999999,1.188415,1.1415112793314433,3.168218741703435,0.5650594197287498,0.1783524010797183,2.6181410567805266,2.9297917179516952,4.079814435228142,0.9121082415295023,3.7992330113859376,0.08274807888368677,3.705794331971039,3.778859092196072,3.9037041127005896,1.30436834373928,0.20216216001188023,1.0904273285795818,1.2627555959902679,1.5428428990328371,6.010204081632653,0.8390336759457845,3.3343422365049986,3.4232862937795474,0.007097796914243913,0.025510204081632654,0.23979591836734693,0.4642857142857143,0.23979591836734693,0.030612244897959183
sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7223014846938773,0.27778182568213633,0.3845787826387759,0.457829,0.596186,1.16513,0.8859490121217867,3.167411369293461,0.5610893118374414,0.17714443954983455,2.6197039363400276,2.915606049906481,4.02952309441092,0.6814412553100959,3.7989810823963803,0.07791856350208654,3.71329097636293,3.7888628857708126,3.905134177515502,1.3043545337841587,0.189371904635751,1.0923227691416983,1.2624158924527755,1.557084259498121,5.994897959183674,0.8360344257363108,3.303571305251288,3.4731858248683714,-0.007194905692773583,0.015306122448979591,0.25510204081632654,0.49489795918367346,0.19387755102040816,0.03571428571428571
sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7446780918367347,0.30217646598176084,0.40578132926677407,0.4594415,0.5992575,1.24807,0.8674773911856174,3.214713655044312,0.5914587827574508,0.18398490385891433,2.6409380104626665,2.9457027143360195,4.170001688702611,0.7190042116156075,3.8076917244902577,0.09557865309357659,3.7098397885108114,3.803055200957231,3.906731566150935,1.3174246129675506,0.2292577081098473,1.081931192804836,1.2820288431446427,1.577761596603052,5.98469387755102,0.922933659014616,3.450888578195959,3.3217456789762583,0.03735171287189004,0.025510204081632654,0.2857142857142857,0.4336734693877551,0.19387755102040816,0.05612244897959184
sim__lam_0__gam_0p05__rep_006__20260531_150512_516388,6,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7290878724489797,0.3084911292427687,0.4231192712150528,0.4456265,0.5787615,1.249215,0.9658698712435848,3.165614235935268,0.6073888446729622,0.19187077116909657,2.583750343231511,2.864500586563687,4.167692611564718,0.7554535151683444,3.792996813466545,0.07667179096604851,3.7002935176927156,3.78353210582872,3.8841574176811955,1.2808932771534831,0.1792562425113886,1.0789920737091916,1.2571017291851247,1.5125594223991368,6.01530612244898,0.9501720618421554,3.3405983418457157,3.369228896481253,-0.021692132282131245,0.025510204081632654,0.2653061224489796,0.45918367346938777,0.1836734693877551,0.05612244897959184
sim__lam_0__gam_0p05__rep_007__20260531_150531_212307,7,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7099530102040817,0.2640111009963134,0.371871232604605,0.47083450000000004,0.6104375,1.1400299999999999,1.2315924583576365,3.141357936951561,0.5172277325698079,0.16465100219415676,2.6382093348878204,2.9277000350745723,3.9767072496195857,0.993416480679427,3.792736828139052,0.06970082257673697,3.7020094975039584,3.7861547517907526,3.878465066533494,1.292101143427544,0.17837549538139422,1.1026340122184828,1.2591169285319317,1.5056114035900663,5.989795918367347,0.8511084963953782,3.360335931320768,3.3371276578414446,0.03367459620371383,0.00510204081632653,0.3112244897959184,0.413265306122449,0.22959183673469388,0.04081632653061224
sim__lam_0__gam_0p05__rep_008__20260531_150547_639695,8,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.6944749642857143,0.2591306367106071,0.37313171825676483,0.46842649999999997,0.5840795000000001,1.1412149999999999,1.1608321580011263,3.1092071427756265,0.5222272010522577,0.16796153394459634,2.6260974479340264,2.908648317157394,3.991749659607607,0.928627625546542,3.7963897830290834,0.07567679924659126,3.7135957814226233,3.782045785363182,3.8837201257923333,1.2861999648020521,0.16552078756964964,1.0954279750177989,1.2661402258922276,1.4867109634914297,6.0,0.9035079029052513,3.3711466243225647,3.277903278664549,-0.006941491841374493,0.025510204081632654,0.2653061224489796,0.44387755102040816,0.22448979591836735,0.03571428571428571
sim__lam_0__gam_0p05__rep_009__20260531_150605_779532,9,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7443708367346938,0.32435476932417795,0.43574352099361957,0.4492435,0.598865,1.318675,0.9860635603512405,3.2068641804949096,0.6252963261619118,0.19498684414667536,2.5995086053349006,2.9334103925454693,4.2948783453745225,0.8086727118942743,3.809683979412293,0.09561633609957536,3.7035662550901516,3.793781222504802,3.911575747314167,1.327000560991842,0.22468672345343355,1.0966137558172169,1.2695754451187184,1.645414414795196,6.010204081632653,0.9475521412521338,3.366270683845649,3.459647328435246,0.04622271143162626,0.015306122448979591,0.30612244897959184,0.4030612244897959,0.2193877551020408,0.04591836734693878
sim__lam_0__gam_0p05__rep_010__20260531_150622_063881,10,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7083078673469388,0.28231498714293046,0.39857666441003986,0.453206,0.5819205000000001,1.20105,1.1065914807836488,3.1310835641654835,0.5558438630077462,0.17752444213532698,2.612375819658904,2.8570740201826483,4.080818461691754,0.9081073166928818,3.794932899867257,0.07019907971660051,3.7118764571978176,3.7864350572032937,3.8812156597512737,1.2878183296324388,0.1830327560983636,1.0924075097126131,1.2563442434428964,1.528266088463917,5.98469387755102,0.8359098722065146,3.3355749264004366,3.3653646957813685,0.0055411553562443915,0.0,0.3163265306122449,0.41836734693877553,0.23469387755102042,0.025510204081632654
sim__lam_0__gam_0p05__rep_011__20260531_150639_977995,11,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7273053163265307,0.2921383544585632,0.40167223846745975,0.457921,0.6089169999999999,1.251325,1.1343635845757893,3.187227197725609,0.5650056827633166,0.17727185660511585,2.6446624255206532,2.9732168989481114,4.177314520091627,0.9120876524620226,3.8151738924884984,0.08705890763897879,3.721036515225663,3.8016843099384214,3.9218484004269007,1.3336374069568646,0.20905987956634023,1.1071689140997254,1.3003383770525927,1.5868756464001106,5.989795918367347,0.9688505493222966,3.3674172737193158,3.4043017304842875,0.0371567307320426,0.030612244897959183,0.2755102040816326,0.45408163265306123,0.17346938775510204,0.04591836734693878
sim__lam_0__gam_0p05__rep_012__20260531_150656_323675,12,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7201911275510204,0.2981467855388894,0.4139828638993527,0.470244,0.5761050000000001,1.198725,1.191930953815205,3.1547206430382984,0.5779007946561202,0.183186044042037,2.630955160799382,2.87611384992866,4.109633378631814,0.994245829847919,3.796533996362082,0.07797500274978753,3.7069557085390317,3.781025528145653,3.882096315794728,1.2953238443702146,0.18210517666847748,1.0833543722098415,1.2652243171227555,1.5384574612074666,5.979591836734694,0.9200664554163144,3.345680895205903,3.304063201192112,-0.02523188127059503,0.02040816326530612,0.2857142857142857,0.45408163265306123,0.18877551020408162,0.04081632653061224
sim__lam_0__gam_0p05__rep_013__20260531_150712_997684,13,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7529029948979592,0.30400066207447535,0.40377135452260055,0.4658695,0.613945,1.25927,0.8795640948142485,3.2325228327958695,0.6020168660832349,0.1862374675207949,2.6222121157769704,2.971631549244387,4.238352430498498,0.6943678247867081,3.8039479785672903,0.07793971660682646,3.7144414934857113,3.7940614206132017,3.9102501746207254,1.3203504467400788,0.21728872266924495,1.078870657051205,1.272690487711143,1.5991366523112671,5.989795918367347,0.8511084963953784,3.3791746344198987,3.4244289391693936,-0.015998179984629265,0.015306122448979591,0.2602040816326531,0.49489795918367346,0.18877551020408162,0.030612244897959183
sim__lam_0__gam_0p05__rep_014__20260531_150730_777555,14,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.750209974489796,0.30832337746041294,0.4109827754152256,0.443656,0.6210495,1.25746,0.8957223244262202,3.2176824511734896,0.6024652069104648,0.18723575618549876,2.585088693041988,2.9554427396567977,4.180455744156731,0.6756780001239548,3.7978790378488707,0.07632408219712183,3.7094035270436563,3.7975701961996076,3.8789129756228737,1.2949037619792176,0.19651769401113023,1.0834689890520375,1.2554473610229842,1.517955592248755,6.010204081632653,0.9367213551137807,3.390318918578625,3.4076702820141405,-0.02169948783184314,0.01020408163265306,0.30612244897959184,0.4336734693877551,0.17346938775510204,0.0663265306122449
sim__lam_0__gam_0p05__rep_015__20260531_150748_716829,15,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7676148214285713,0.3238582186552863,0.4219019873172164,0.4471155,0.624174,1.33596,0.7837424259383816,3.251263056858052,0.6234209212475963,0.1917473026159454,2.5987152294908187,2.991151860824213,4.252624455492603,0.6047859223207891,3.8018432063623475,0.08689212552066577,3.695995636084156,3.787723449465173,3.9024181599251904,1.3019527716220152,0.18480701334692368,1.1006460965706006,1.2645344142210408,1.5641447691517383,6.020408163265306,1.0348971341639266,3.410766016637471,3.5139165121528073,-0.00404169999978031,0.04081632653061224,0.28061224489795916,0.413265306122449,0.15306122448979592,0.10714285714285714
sim__lam_0__gam_0p05__rep_016__20260531_150805_522378,16,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7201911275510204,0.2981467855388894,0.4139828638993527,0.470244,0.5761050000000001,1.198725,1.191930953815205,3.1547206430382984,0.5779007946561202,0.183186044042037,2.630955160799382,2.87611384992866,4.109633378631814,0.994245829847919,3.796533996362082,0.07797500274978753,3.7069557085390317,3.781025528145653,3.882096315794728,1.2953238443702146,0.18210517666847748,1.0833543722098415,1.2652243171227555,1.5384574612074666,5.979591836734694,0.9200664554163144,3.345680895205903,3.304063201192112,-0.02523188127059503,0.02040816326530612,0.2857142857142857,0.45408163265306123,0.18877551020408162,0.04081632653061224
sim__lam_0__gam_0p05__rep_017__20260531_150825_666859,17,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7223014846938773,0.27778182568213633,0.3845787826387759,0.457829,0.596186,1.16513,0.8859490121217867,3.167411369293461,0.5610893118374414,0.17714443954983455,2.6197039363400276,2.915606049906481,4.02952309441092,0.6814412553100959,3.7989810823963803,0.07791856350208654,3.71329097636293,3.7888628857708126,3.905134177515502,1.3043545337841587,0.189371904635751,1.0923227691416983,1.2624158924527755,1.557084259498121,5.994897959183674,0.8360344257363108,3.303571305251288,3.4731858248683714,-0.007194905692773583,0.015306122448979591,0.25510204081632654,0.49489795918367346,0.19387755102040816,0.03571428571428571
sim__lam_0__gam_0p05__rep_018__20260531_150843_637511,18,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7223014846938773,0.27778182568213633,0.3845787826387759,0.457829,0.596186,1.16513,0.8859490121217867,3.167411369293461,0.5610893118374414,0.17714443954983455,2.6197039363400276,2.915606049906481,4.02952309441092,0.6814412553100959,3.7989810823963803,0.07791856350208654,3.71329097636293,3.7888628857708126,3.905134177515502,1.3043545337841587,0.189371904635751,1.0923227691416983,1.2624158924527755,1.557084259498121,5.994897959183674,0.8360344257363108,3.303571305251288,3.4731858248683714,-0.007194905692773583,0.015306122448979591,0.25510204081632654,0.49489795918367346,0.19387755102040816,0.03571428571428571
sim__lam_0__gam_0p05__rep_019__20260531_150900_754229,19,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7302352908163267,0.3109255620486477,0.4257881890378643,0.4403195,0.5951865,1.25108,0.9239429764737134,3.181158210811539,0.6096588522798694,0.19164681913891635,2.5789717424924565,2.9280820645351957,4.146614539695253,0.6896240916908777,3.8126963582633624,0.08558877115468516,3.712661599507485,3.8150811932980937,3.9077350529355215,1.324199786290068,0.20143832475485127,1.0968472334075297,1.280952898707655,1.5659374423738153,5.974489795918367,1.0421535027841458,3.406973935170853,3.385500505477887,0.011049277236560403,0.025510204081632654,0.3469387755102041,0.3622448979591837,0.17857142857142858,0.07142857142857142
sim__lam_0__gam_0p05__rep_020__20260531_150921_024793,20,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7304997142857143,0.30080014945880396,0.41177312403539523,0.4634665,0.598662,1.21223,1.0900612508019514,3.1712728530143317,0.5806351988070607,0.1830921606934506,2.6138692641663415,2.930979382266644,4.076040872824944,0.8473354544617964,3.7913568234320754,0.07345589147320002,3.7007189144287915,3.781981774767968,3.8754146104974136,1.2826760217094548,0.17279240714327554,1.0862306347198214,1.2528019976430649,1.5311187392208057,6.010204081632653,0.8920842135499166,3.3172733998832737,3.3399135863788207,-0.011975525922472072,0.015306122448979591,0.2602040816326531,0.5,0.15816326530612246,0.05612244897959184
sim__lam_0__gam_0p05__rep_021__20260531_150938_856419,21,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.733596801020408,0.300822175472023,0.4100647318161415,0.450588,0.5816920000000001,1.238315,0.9429793920742481,3.181210969579168,0.590086391638141,0.1854911218654625,2.5975159499477725,2.880514005471703,4.14240417842662,0.7418859219317311,3.7956020656383607,0.0755789136074683,3.710061496455163,3.7811983123183994,3.8894189116091944,1.2994629300352905,0.17367662673267076,1.0947704108761367,1.270618715549778,1.5222135372449281,6.0,0.8451542547285166,3.341616849478262,3.385982917905863,0.06281558271931738,0.00510204081632653,0.2857142857142857,0.4642857142857143,0.1989795918367347,0.04081632653061224
sim__lam_0__gam_0p05__rep_022__20260531_150956_664789,22,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7398062755102042,0.3169244548020186,0.42838843801781035,0.43699600000000005,0.59625,1.268105,0.9571592146634902,3.192817502791705,0.6190442084207932,0.19388649926885124,2.562462631440395,2.930307594458651,4.215387788603372,0.7592266021873718,3.8016387164972043,0.08371841146624356,3.70691779271011,3.7933280232508952,3.9034563495066843,1.2902923793080843,0.1996621957460731,1.0754408574598049,1.2430446225556127,1.5420869889963056,6.005102040816326,0.9448974082071826,3.345719075849757,3.3717306100783477,0.06520148723390032,0.030612244897959183,0.28061224489795916,0.4030612244897959,0.23469387755102042,0.04081632653061224
sim__lam_0__gam_0p05__rep_023__20260531_151015_299709,23,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7443708367346938,0.32435476932417795,0.43574352099361957,0.4492435,0.598865,1.318675,0.9860635603512405,3.2068641804949096,0.6252963261619118,0.19498684414667536,2.5995086053349006,2.9334103925454693,4.2948783453745225,0.8086727118942743,3.809683979412293,0.09561633609957536,3.7035662550901516,3.793781222504802,3.911575747314167,1.327000560991842,0.22468672345343355,1.0966137558172169,1.2695754451187184,1.645414414795196,6.010204081632653,0.9475521412521338,3.366270683845649,3.459647328435246,0.04622271143162626,0.015306122448979591,0.30612244897959184,0.4030612244897959,0.2193877551020408,0.04591836734693878
sim__lam_0__gam_0p05__rep_024__20260531_151033_297914,24,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7410169285714285,0.30166419092371266,0.40709487096991115,0.45284199999999997,0.590975,1.210525,0.9304275377707553,3.205116885831622,0.5973590603195009,0.18637668503135402,2.587331968465977,2.917616106313541,4.120662887193242,0.6879174320376654,3.8028426424891513,0.0830105292288134,3.7119126148463097,3.785931474014202,3.9041485766133057,1.3230860407776555,0.21019755266036133,1.114640353124598,1.2826695357144158,1.5975040044142204,5.979591836734694,0.8203980098874196,3.394152782784483,3.357960974613049,-0.057855857769680434,0.00510204081632653,0.2602040816326531,0.5408163265306123,0.14795918367346939,0.04081632653061224
sim__lam_0__gam_0p05__rep_025__20260531_151051_283259,25,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7281494540816326,0.2918911459796602,0.40086708071133914,0.454267,0.6091770000000001,1.2401749999999998,1.0608616149673122,3.1709570311488977,0.5683195517098373,0.1792265067381708,2.616435654661678,2.939695405364587,4.172946058111335,0.8846950069153295,3.792281112891287,0.06984181095037702,3.710599656188462,3.780131308091617,3.878214608610328,1.2993398209806923,0.15802948565553732,1.1143911415045542,1.2786603187039036,1.5260747707873743,6.0,0.8329931278350429,3.3448584950021716,3.433157816712602,-0.01069074997599956,0.01020408163265306,0.2653061224489796,0.4846938775510204,0.1989795918367347,0.03571428571428571
sim__lam_0__gam_0p05__rep_026__20260531_151107_133707,26,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7289081989795919,0.29327638279370083,0.4023502317628748,0.4502945,0.6013195,1.209575,1.0661949680786942,3.1758453953206116,0.5762191725560616,0.181438042734983,2.6030078612633547,2.9386927151278943,4.135661719374821,0.8326317948372374,3.7964201241802455,0.0713447349535315,3.717154091706292,3.7876563960802683,3.8892157678484702,1.3032086344153793,0.1909352443678132,1.1015302139748435,1.258413295054087,1.6040143850633988,6.01530612244898,0.8419913277967681,3.311987427768181,3.322064159268776,0.0286814861875808,0.01020408163265306,0.2755102040816326,0.44387755102040816,0.22959183673469388,0.04081632653061224
sim__lam_0__gam_0p05__rep_027__20260531_151125_571579,27,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7132946530612244,0.2856013815508016,0.40039747995403396,0.46993050000000003,0.5860775,1.1882700000000002,1.2804073856850438,3.1392627996888125,0.5515522088566128,0.17569481883170507,2.633638211614649,2.902250251288579,4.055963502046533,1.0731222260333344,3.790719183089823,0.0695027612433453,3.7061310150587015,3.7814987594375666,3.8777118361002723,1.282104977293894,0.16792113344034953,1.0967355594641066,1.249004526055264,1.5034276661644457,5.979591836734694,0.8388475067169228,3.3246225766422377,3.2857086673534543,-0.006703222854866324,0.00510204081632653,0.3010204081632653,0.4489795918367347,0.1989795918367347,0.04591836734693878
sim__lam_0__gam_0p05__rep_028__20260531_151142_331885,28,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,0.7430621428571428,0.2746220102938709,0.3695814851198774,0.4601335,0.643015,1.1777549999999999,0.9207741571905588,3.2200605227375334,0.5468751713244391,0.16983381755177182,2.6151608336141416,3.053128351378086,4.024362817492659,0.6792281736067302,3.8016298757667073,0.07175617776618427,3.7214414453263385,3.8002008351926273,3.877274688308079,1.3123517744134208,0.19178672593805232,1.1080258756252412,1.2840165474562446,1.5895454702553153,6.010204081632653,0.8630143891626071,3.3945284155195923,3.4575395563072036,-0.0012574772066183224,0.00510204081632653,0.29591836734693877,0.4336734693877551,0.2193877551020408,0.04081632653061224
