sim_id,replica,init_id,grupo_ic,lambda_cc,gamma,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
sim__lam_m0p05__gam_0p07__rep_029__20260601_174738_788316,29,hexagonal_2000_1.dat,I_2000,-0.05,0.07,6.041984818430421,3.56418089492951,-3.259878388726743,-2.9762844547395546,0.24659819211026832,0.3421734126770204,1.3782772788266557,0.0845896537091051,-0.48512206718037026,0.6980104062493909
sim__lam_m0p05__gam_0p07__rep_000__20260601_174754_242064,0,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,2.0610343155310877,-3.1301628774257386,0.06948080453355371,-0.06460881965152258,-0.395000285746062,1.52245066108606,0.3917620913923942,0.1330371456304943,-0.7135319272637276,0.35112562887781223
sim__lam_m0p05__gam_0p07__rep_001__20260601_174809_910337,1,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,1.3843429296692973,-1.9047762860243416,-0.8536755583948537,1.4003845214826336,0.049307607997729756,-0.5741608762854402,0.36004017574714525,1.3010385361663668,-0.5332832703978082,-0.12179569824341738
sim__lam_m0p05__gam_0p07__rep_002__20260601_174825_394733,2,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,0.8386150007188728,-1.6049448135286486,-0.2906692295190936,1.4331516042043926,-0.5236922541085369,-0.5631524257968081,1.4208346489159382,0.7415565610000961,1.0079324576879813,-0.6255186184921606
sim__lam_m0p05__gam_0p07__rep_003__20260601_174840_868167,3,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,0.44707808151221656,0.6531988049422596,1.8560970445925757,1.072167733049913,-1.3589166074949175,0.6010563837574533,-0.47720985888920736,0.5295232857300031,-0.49484393821352823,-0.5937534432896747
sim__lam_m0p05__gam_0p07__rep_004__20260601_174858_630341,4,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,-0.8797509613128771,-1.724760417411666,0.040706144495043936,-0.8479689486483268,-0.23506909149679395,0.3335421249452734,1.303595816635271,0.14148674282689558,0.7312961147530262,-0.16085390904583147
sim__lam_m0p05__gam_0p07__rep_005__20260601_174914_116777,5,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,1.4941040798046539,-1.0649505589657717,-1.2012836043911306,-0.6658665996843466,0.9786291316536968,-1.3477856197495326,-0.30363684649928524,-1.0358672154720356,0.31910475152516266,-0.5097862392573204
sim__lam_m0p05__gam_0p07__rep_006__20260601_174931_225107,6,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,-2.636068298760026,-1.2461459915069026,0.6124499425722785,-0.5520856917788618,1.9804659033066399,-0.2590257306146432,-1.6438055972696557,1.0314321294715607,-1.1218019870442464,-0.7644073953232724
sim__lam_m0p05__gam_0p07__rep_007__20260601_174946_217214,7,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,5.1052211684804805,-1.8581803179710505,1.3260117203494985,-1.6662590095768923,0.9469386909603353,-1.4695854083951045,-1.5940315043578879,1.0840923610356326,1.681621723995469,1.0101118349577891
sim__lam_m0p05__gam_0p07__rep_008__20260601_175001_745557,8,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,0.1814845298893837,-0.5460676756520219,-1.597085239351645,0.7204222753399137,-1.8002191636215115,-0.8450821130273573,-0.49613258376613545,-0.7916278858228503,1.0274098324210243,0.09830532564712054
sim__lam_m0p05__gam_0p07__rep_009__20260601_175017_201034,9,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,5.1052211684804805,-1.8581803179710505,1.3260117203494985,-1.6662590095768923,0.9469386909603353,-1.4695854083951045,-1.5940315043578879,1.0840923610356326,1.681621723995469,1.0101118349577891
sim__lam_m0p05__gam_0p07__rep_010__20260601_175032_753036,10,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,4.7420232941383205,-1.983316760388227,-2.248636256090455,0.7169298039917932,-1.6518637258360986,-1.6142370394643504,-2.3873757580819595,-1.5389680154642151,1.7044735632418495,0.06322368880390788
sim__lam_m0p05__gam_0p07__rep_011__20260601_175048_134462,11,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,-0.20858178414746714,-1.615958276314807,0.3676177793549331,-0.20209803608034363,0.16934062539876302,-1.8103775950425092,2.3878377965513944,-2.8780941288927466,-0.1897399403381219,-0.7029858414951349
sim__lam_m0p05__gam_0p07__rep_012__20260601_175105_188300,12,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,7.922927842577977,-1.3090540340987444,-1.5476859150818778,-0.9733383961599263,1.395665880578427,0.06057447622159546,1.3951557741558913,-0.6689370454947084,-1.95667480421183,-0.6729634029716383
sim__lam_m0p05__gam_0p07__rep_013__20260601_175120_840497,13,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,4.034729974485746,-0.2710125258623939,4.2483035520949,1.1587473825467545,0.7284699623815216,-0.5536884879551881,-0.1259426798846753,-0.4348360971993306,0.5290784276786697,-0.1829097116705374
sim__lam_m0p05__gam_0p07__rep_014__20260601_175136_672687,14,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,3.011338459219125,1.0108855156869587,-0.6985216532839946,-0.5737089873354146,1.7850051780334562,0.4238169400803251,-1.111778065847691,-2.4653504398550097,-1.026469747835635,0.3082336652913899
sim__lam_m0p05__gam_0p07__rep_015__20260601_175151_934094,15,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,5.842141423525347,-0.25629120439983755,-1.924247639644225,-0.7943684729667505,-1.4648484549676901,1.7035490652821863,0.24042258391319557,0.9085832673811236,1.066853241950709,-1.9490376954122348
sim__lam_m0p05__gam_0p07__rep_016__20260601_175207_138732,16,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,5.842141423525347,-0.25629120439983755,-1.924247639644225,-0.7943684729667505,-1.4648484549676901,1.7035490652821863,0.24042258391319557,0.9085832673811236,1.066853241950709,-1.9490376954122348
sim__lam_m0p05__gam_0p07__rep_017__20260601_175222_889146,17,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,-2.636068298760026,-1.2461459915069026,0.6124499425722785,-0.5520856917788618,1.9804659033066399,-0.2590257306146432,-1.6438055972696557,1.0314321294715607,-1.1218019870442464,-0.7644073953232724
sim__lam_m0p05__gam_0p07__rep_018__20260601_175239_650167,18,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,0.6450882199346546,4.37676742698028,-0.8125971895626639,3.283657069752944,0.09925640928361328,1.117064174096177,-0.7447455122473478,-0.6624475525142792,0.5173670401583006,-0.7342733388049685
sim__lam_m0p05__gam_0p07__rep_019__20260601_175255_675686,19,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,-2.7307700626044933,-1.5372022534151097,-3.5254706970880125,-0.6705696091580224,-0.5863326829368094,1.9516041717835622,-0.272147047854628,-0.2636501605928673,1.4725702778697922,0.4728685459707151
sim__lam_m0p05__gam_0p07__rep_020__20260601_175311_076104,20,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,2.619851435347945,-3.8881965297242846,1.4481666552558574,1.3147058497841377,-2.041071136856918,0.20347649041813853,1.734042255292212,1.472622059724072,-1.1084043676420199,-0.5983684283498515
sim__lam_m0p05__gam_0p07__rep_021__20260601_175328_269217,21,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,-0.01217726618859132,-2.9387464864831827,1.5784517100110427,0.09470985180863711,1.7639798154657151,0.08915687293343588,0.47315953958444196,0.8909770281560911,0.38146178644689765,-1.8095389359499328
sim__lam_m0p05__gam_0p07__rep_022__20260601_175343_426900,22,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,2.7067555809123705,-1.3897381707812309,2.6654875837083516,-1.168391992338671,-2.9968995891927377,0.16679523762285645,-3.194107657645231,0.665316784620929,-1.109607158336563,0.825706843848208
sim__lam_m0p05__gam_0p07__rep_023__20260601_175358_972393,23,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,-2.636068298760026,-1.2461459915069026,0.6124499425722785,-0.5520856917788618,1.9804659033066399,-0.2590257306146432,-1.6438055972696557,1.0314321294715607,-1.1218019870442464,-0.7644073953232724
sim__lam_m0p05__gam_0p07__rep_024__20260601_175414_424992,24,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,7.922927842577977,-1.3090540340987444,-1.5476859150818778,-0.9733383961599263,1.395665880578427,0.06057447622159546,1.3951557741558913,-0.6689370454947084,-1.95667480421183,-0.6729634029716383
sim__lam_m0p05__gam_0p07__rep_025__20260601_175430_261029,25,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,-6.208292440123207,-3.5899324958546233,0.1095790629130084,-1.713343654648144,-2.3763799281204525,-2.2536988971568372,0.17830540749942136,1.5727049001474482,-0.7760438470005386,1.8217795522522602
sim__lam_m0p05__gam_0p07__rep_026__20260601_175447_392689,26,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,-4.088229533741455,4.750738697430028,0.8060180345814241,1.1477897488126914,0.8390111027233319,0.5237934140949454,0.04719435572976375,1.3822620837355828,-1.4081512691924225,-0.3232894405206028
sim__lam_m0p05__gam_0p07__rep_027__20260601_175502_851280,27,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,-2.0432947195855973,0.2165233414287808,4.107252501030119,2.185983819094932,2.3732280847013065,-1.2254366942692072,0.33381397180015754,-2.576235702115298,0.77075099869205,0.15530452016008314
sim__lam_m0p05__gam_0p07__rep_028__20260601_175520_140564,28,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,4.455799519659962,1.5716090795493947,0.14517865912143718,-0.036437072935422976,0.08750908308577861,-0.2404067427897396,0.010025720816838925,0.6143227152007911,1.7802155668265738,0.9995029659374774
sim__lam_m0p05__gam_0p07__rep_029__20260601_175535_372779,29,hexagonal_1000_1.dat,I_1000_1,-0.05,0.07,2.619851435347945,-3.8881965297242846,1.4481666552558574,1.3147058497841377,-2.041071136856918,0.20347649041813853,1.734042255292212,1.472622059724072,-1.1084043676420199,-0.5983684283498515
sim__lam_m0p05__gam_0p07__rep_000__20260601_175550_864337,0,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,3.920337589232364,-1.297791501987104,2.6669906766262255,0.2031952490322813,-0.129517777642354,-0.8018271891287518,0.37596860115567843,1.1442278922913203,0.4072552013782924,-2.2422474522315077
sim__lam_m0p05__gam_0p07__rep_001__20260601_175607_021933,1,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-5.5078707952770465,2.5468076514648774,-0.6667194715312666,1.0978479183145848,-0.08032510061976524,-0.8913634311776941,2.4519652160588485,1.7535468171634894,0.3015217364319697,0.28771049446473307
sim__lam_m0p05__gam_0p07__rep_002__20260601_175623_054197,2,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-2.3999585185016796,-4.277847452339289,-1.3511694622067065,-0.702644221404922,-1.518254063466419,-2.070489784120734,-0.5594992571857142,-0.6857469962327973,-0.5560128631305967,-0.39264345437829806
sim__lam_m0p05__gam_0p07__rep_003__20260601_175638_445158,3,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-5.110862241009207,0.5123698671815008,-0.5125333507453654,-0.3661068638963411,2.0298519532106445,-0.553026263117713,1.9880277583334032,-0.7000029078232962,-1.0442045900684858,-0.5245476257014952
sim__lam_m0p05__gam_0p07__rep_004__20260601_175655_293240,4,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,1.9370674450418819,-0.4869374734333766,-1.2758243255193853,0.3832996904961116,-1.7809408666408104,-0.7871411696592185,1.0115387559452587,-1.4672196886541775,-0.4011348699399226,-0.5423733957898176
sim__lam_m0p05__gam_0p07__rep_005__20260601_175710_754193,5,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-1.6030823942416794,-3.729596598548679,-0.6967726013781043,-1.9695759484641233,0.9334140793930121,1.3063255604983168,2.6272335709302026,1.3810081405079038,1.274186570682607,0.7481305224625548
sim__lam_m0p05__gam_0p07__rep_006__20260601_175725_951256,6,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-1.7111847368155815,-0.8138946313436008,2.8419776476706513,-1.0596791713112634,-1.6631351802587635,-0.11489939302934156,-0.6189410951753708,0.548399911389948,-0.44763497915898753,-1.9177734624331813
sim__lam_m0p05__gam_0p07__rep_007__20260601_175742_913960,7,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,0.5996475851526492,0.7822642509697004,2.3048873811510817,1.6820160413957905,2.247874228479421,-0.7157109914843461,1.7531205512849068,0.9589584836255727,0.6632518459697546,1.9455245683706075
sim__lam_m0p05__gam_0p07__rep_008__20260601_175758_279337,8,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-1.40442472368163,1.7349926709946613,-1.920019810402807,0.8568674865926031,-0.29278316469227356,-0.1548115149858266,-1.8086953589448134,0.13861482709394382,1.0619698090570666,-1.012702252448667
sim__lam_m0p05__gam_0p07__rep_009__20260601_175814_929604,9,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-0.4972406345376333,-0.5514607072607952,0.20260277016257844,0.5197513331373259,0.3995104937383193,-1.039681785769007,-0.23553854133597132,1.082292862295999,1.788331185048765,1.323473911509544
sim__lam_m0p05__gam_0p07__rep_010__20260601_175830_241258,10,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-2.0341159643917037,-1.4056729203386589,-3.267035146392452,0.09154791486895356,0.41130879024986094,0.8468205579920648,-1.5045494349195625,0.045197519147123076,0.155357750428496,1.9163623774582856
sim__lam_m0p05__gam_0p07__rep_011__20260601_175845_623976,11,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,0.3138143792187371,4.796307046825397,-0.7213032553588777,-0.9474957518374612,0.6244521383570112,1.1559864124647414,0.7309700366445379,0.47237530394987715,1.2365785837235246,-0.669985357255713
sim__lam_m0p05__gam_0p07__rep_012__20260601_175902_229339,12,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,0.801116395199613,-3.0148883648996754,-0.7198318655086184,0.17158624417090756,-0.05385372092845978,-0.9513522667180995,0.781379099528063,1.2027722581561584,1.2622521482668334,-0.874179226557226
sim__lam_m0p05__gam_0p07__rep_013__20260601_175917_507375,13,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,1.9370674450418819,-0.4869374734333766,-1.2758243255193853,0.3832996904961116,-1.7809408666408104,-0.7871411696592185,1.0115387559452587,-1.4672196886541775,-0.4011348699399226,-0.5423733957898176
sim__lam_m0p05__gam_0p07__rep_014__20260601_175932_724612,14,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-0.5175473715795623,-5.074615972564795,-0.03322324964620133,-1.0971689187900182,1.8154078736363704,-0.3108737642726847,0.6889779689557431,2.4776374573202817,-0.5669629810482705,0.09569727455344351
sim__lam_m0p05__gam_0p07__rep_015__20260601_175949_215047,15,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,1.7513481148410424,4.070518833290852,3.1341500223803744,-1.4721729268005637,0.6773886743790885,1.7766498079149329,-2.958668944074459,2.105995167165892,-1.3578337680014092,-0.6837706426699904
sim__lam_m0p05__gam_0p07__rep_016__20260601_180005_181814,16,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-5.370192879325883,-0.18075920990031166,0.8878101254982458,-2.3244207965486923,-1.803563787313059,-1.557642493840755,0.6157008247785819,0.9127546831941679,2.354718710639019,-1.8825205827131428
sim__lam_m0p05__gam_0p07__rep_017__20260601_180020_473817,17,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-1.5365078779139043,1.1871024599457036,-1.4282366315911326,-1.3336256981739367,-2.210307477105392,-0.05397781611253916,1.5840590199715994,0.7002886328605743,-1.7050939875478266,-0.023910973785742213
sim__lam_m0p05__gam_0p07__rep_018__20260601_180036_445064,18,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-1.659287526912071,-4.208017183440584,0.14980826764123256,-0.12022924784413032,1.2281931841125744,3.6123808286127774,1.4798760545017517,-0.27941744027404614,-0.5784470548172834,-0.6660969396328197
sim__lam_m0p05__gam_0p07__rep_019__20260601_180052_473965,19,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-0.4240926785272106,4.956111145420555,-1.9094570219889202,-0.7311369507018693,-1.0457559265783283,-0.6363064980090474,0.46197769200512,0.8675264566201694,0.5377222922004186,1.5926135579794127
sim__lam_m0p05__gam_0p07__rep_020__20260601_180107_712252,20,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,2.9654026555433055,3.9918087537877867,0.6732523416658094,1.2045457139079767,-0.764700466259787,-1.1636026725261002,-0.16928452734546265,0.30463843464730966,-0.5327700737967407,2.4856846795737337
sim__lam_m0p05__gam_0p07__rep_021__20260601_180123_462911,21,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-0.5214535010473564,-3.199521259859803,-0.8275002809757824,0.4352656588152799,-2.1222947554575713,-0.24881841367209362,0.2807051406780107,-0.22673664630947532,-0.6557267859523762,1.2189045713418
sim__lam_m0p05__gam_0p07__rep_022__20260601_180140_040417,22,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-1.6893523385215523,2.31896836529505,-1.0619470714272914,-0.6964856329747579,0.5148264314420475,2.8994724090674246,-0.4776661247884393,0.5586429483286337,0.9444705099467819,0.2055489106185793
sim__lam_m0p05__gam_0p07__rep_023__20260601_180155_221079,23,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-1.3805702087328346,-1.398978412650249,-0.020942607140513186,1.7792732998987593,-0.22021280203841623,2.1697185721377665,-0.7614939305016176,-0.8992651936076935,0.31157965438086094,0.3032682633096908
sim__lam_m0p05__gam_0p07__rep_024__20260601_180210_805399,24,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,1.5869830057063918,-0.08737692689210708,-0.03243249853025081,-3.915891057899319,1.479550133873133,-0.46145998992654136,-0.8564237476861027,0.28990071747154916,0.782582524706678,-0.35850992024715456
sim__lam_m0p05__gam_0p07__rep_025__20260601_180226_148231,25,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-2.8417836267827337,0.8181726163306365,0.5858588288817587,-1.1070793734038393,0.7058271505826066,-0.27900842225248135,-0.8061402093281823,-0.11863719715961313,-0.9196489932789956,1.1587836899245059
sim__lam_m0p05__gam_0p07__rep_026__20260601_180243_510641,26,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,0.45123163433638974,-5.0591954575193885,0.8284029646994461,1.224040242134184,0.4218388836142913,1.0037413244796485,-0.44198532720145506,-0.1370601218862856,-0.13421864460811903,0.8982205290610474
sim__lam_m0p05__gam_0p07__rep_027__20260601_180258_779002,27,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-0.8773315717490728,2.3428140108367814,0.41727270723169596,-1.5280613254241846,-0.7499968315906106,-0.9342393963598457,1.2468477396484976,-2.1326226509230284,-0.28482239869855186,-1.9325911426345712
sim__lam_m0p05__gam_0p07__rep_028__20260601_180314_167826,28,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,-0.511624213324589,-1.7508533890573905,2.9200720635851085,-0.5213502708882266,0.36816156789725013,0.2029039596399842,0.1885846841517777,-0.21882616196796337,-1.5233128368844382,0.026365922893148253
sim__lam_m0p05__gam_0p07__rep_029__20260601_180330_008471,29,hexagonal_1000_2.dat,I_1000_2,-0.05,0.07,1.896122542026243,2.7537632846555873,-1.253106126121488,1.3358681904574043,-0.6283900810179016,-0.5108228923432087,-0.5658863414532047,0.7286221226681651,-2.677085835090975,-1.071233246633518
